City_ID,City,Lat,Lng,MaxTemp,Humidity,Clouds,Wind,Country,Date
337,Katubao,5.89,124.83,308.15,39,40,4.1,PH,Sun Mar 31 23:00:00 2019
338,Mehran,33.12,46.17,288.09,100,92,1.4,IR,Sun Mar 31 23:57:22 2019
339,Pangnirtung,66.15,-65.72,258.44,81,68,3,CA,Sun Mar 31 23:57:23 2019
340,Maceio,-9.67,-35.74,297.15,94,20,1,BR,Sun Mar 31 23:00:00 2019
341,Oranjemund,-28.55,16.43,288.94,91,0,9.6,NA,Sun Mar 31 23:57:24 2019
342,Lujan,-46.57,-67.67,287.89,37,44,4.85,AR,Sun Mar 31 23:57:25 2019
343,Birao,10.3,22.78,297.44,21,0,7.2,CF,Sun Mar 31 23:57:25 2019
344,Tupik,54.43,119.94,271.34,44,68,2.2,RU,Sun Mar 31 23:57:25 2019
345,Inhambane,-23.87,35.38,297.15,78,20,2.2,MZ,Sun Mar 31 23:00:00 2019
346,Cidreira,-30.17,-50.22,291.84,93,0,1.7,BR,Sun Mar 31 23:57:27 2019
347,Clearlake,38.96,-122.63,287.15,44,75,1.15,US,Sun Mar 31 23:57:09 2019
348,Dharchula,29.85,80.53,280.94,83,32,0.3,IN,Sun Mar 31 23:57:28 2019
349,Fort beaufort,-32.78,26.63,287.19,75,88,5.1,ZA,Sun Mar 31 23:57:29 2019
350,Roma,-26.57,148.79,296.54,43,0,3.2,AU,Sun Mar 31 23:57:29 2019
351,Santiago del estero,-27.8,-64.26,294.64,100,92,2.1,AR,Sun Mar 31 23:57:30 2019
352,Eenhana,-17.48,16.34,296.15,73,75,1.5,NA,Sun Mar 31 23:00:00 2019
353,Amalapuram,16.58,82,306.15,46,40,3.1,IN,Sun Mar 31 23:30:00 2019
354,Buraydah,26.33,43.97,291.15,36,40,9.3,SA,Sun Mar 31 23:00:00 2019
355,Honiara,-9.43,159.96,300.74,78,92,1.15,SB,Sun Mar 31 23:55:05 2019
356,Deulgaon raja,20.02,76.04,311.15,10,0,1.5,IN,Sun Mar 31 23:00:00 2019
357,Asosa,10.07,34.53,299.14,20,0,1.8,ET,Sun Mar 31 23:57:33 2019
358,Lompoc,34.64,-120.46,290.37,81,1,3.2,US,Sun Mar 31 23:57:33 2019
359,Boden,65.83,21.69,271.15,63,0,5.1,SE,Sun Mar 31 23:20:00 2019
360,Okato,-39.19,173.88,292.04,80,80,3.8,NZ,Sun Mar 31 23:52:29 2019
361,Clyde river,70.47,-68.59,254.15,91,90,5.7,CA,Sun Mar 31 23:00:00 2019
362,Strezhevoy,60.73,77.6,275.15,74,75,5,RU,Sun Mar 31 23:30:00 2019
363,Aksu,52.04,76.93,281.15,49,40,3,KZ,Sun Mar 31 23:30:00 2019
364,Rawson,-43.3,-65.11,288.69,51,0,4.75,AR,Sun Mar 31 23:57:38 2019
365,Calabozo,8.92,-67.43,300.14,62,20,4.8,VE,Sun Mar 31 23:57:38 2019
366,Stromness,58.97,-3.3,277.59,86,20,4.1,GB,Sun Mar 31 23:50:03 2019
367,Tiznit,29.7,-9.73,285.89,93,24,0.9,MA,Sun Mar 31 23:53:33 2019
368,Limbang,4.75,115,305.15,52,75,3.6,MY,Sun Mar 31 23:30:00 2019
369,Soyo,-6.13,12.37,299.15,94,40,2.05,AO,Sun Mar 31 23:00:00 2019
370,Portland,-33.35,149.98,291.48,61,80,4.92,AU,Sun Mar 31 23:47:23 2019
371,Grootfontein,-19.56,18.1,292.15,77,75,2.1,NA,Sun Mar 31 23:00:00 2019
372,Aviles,43.55,-5.92,282.59,87,0,4,ES,Sun Mar 31 23:57:31 2019
373,Flinders,-34.58,150.85,293.71,63,40,4.1,AU,Sun Mar 31 23:57:16 2019
374,Natal,-5.81,-35.21,297.15,100,75,2.6,BR,Sun Mar 31 23:13:00 2019
375,Purwa,26.46,80.77,305.15,19,0,4.1,IN,Sun Mar 31 23:30:00 2019
376,Kabanjahe,3.1,98.49,301.15,78,40,5.7,ID,Sun Mar 31 23:47:57 2019
377,Mattru,7.62,-11.83,299.29,89,24,1.3,SL,Sun Mar 31 23:57:46 2019
378,Rio gallegos,-51.62,-69.22,284.15,93,92,3.1,AR,Sun Mar 31 23:00:00 2019
379,Merauke,-8.49,140.4,302.34,88,24,4.35,ID,Sun Mar 31 23:57:47 2019
380,Richards bay,-28.77,32.06,297.19,82,12,3.75,ZA,Sun Mar 31 23:57:48 2019
381,Porto-vecchio,41.59,9.28,283.15,70,0,2.6,FR,Sun Mar 31 23:30:00 2019
382,Victoria point,-27.58,153.3,298.71,50,0,5.7,AU,Sun Mar 31 23:57:35 2019
383,Itarema,-2.92,-39.92,295.74,100,92,2.4,BR,Sun Mar 31 23:57:49 2019
384,Mingshui,22.81,109.89,289.94,100,88,2.75,CN,Sun Mar 31 23:57:50 2019
385,Palmas de monte alto,-14.26,-43.16,295.09,87,68,4.85,BR,Sun Mar 31 23:57:50 2019
386,Reconquista,-29.14,-59.64,295.89,95,24,1.2,AR,Sun Mar 31 23:57:51 2019
387,Vardo,70.37,31.11,272.15,86,40,10.8,NO,Sun Mar 31 23:20:00 2019
388,Ishigaki,24.34,124.16,291.15,77,75,9.3,JP,Sun Mar 31 23:00:00 2019
389,Shubarkuduk,49.15,56.49,281.39,75,0,3.1,KZ,Sun Mar 31 23:57:52 2019
390,Puerto escondido,15.86,-97.07,301.24,100,88,2.85,MX,Sun Mar 31 23:57:53 2019
391,Leningradskiy,69.38,178.42,261.59,78,48,4.5,RU,Sun Mar 31 23:57:53 2019
392,Chekalin,54.1,36.24,278.15,56,75,8,RU,Sun Mar 31 23:30:00 2019
393,Caohe,32.93,105.08,289.26,58,0,1.15,CN,Sun Mar 31 23:57:31 2019
394,Boa vista,2.82,-60.67,301.15,54,0,4.1,BR,Mon Apr  1 00:00:00 2019
395,Nabire,-3.36,135.5,297.54,87,76,1.15,ID,Sun Mar 31 23:57:56 2019
396,Llanes,43.42,-4.75,287.04,90,0,1.35,ES,Sun Mar 31 23:56:12 2019
397,Eldorado,24.32,-107.36,291.48,86,0,1.15,MX,Sun Mar 31 23:57:17 2019
398,Flin flon,54.77,-101.88,267.04,65,12,2.05,CA,Sun Mar 31 23:57:58 2019
399,Kokuy,52.2,117.55,275.39,25,8,2.3,RU,Sun Mar 31 23:57:59 2019
400,Humberto de campos,-2.6,-43.46,297.69,100,92,3.75,BR,Sun Mar 31 23:57:59 2019
401,Grindavik,63.84,-22.43,273.15,92,75,4.1,IS,Sun Mar 31 23:51:54 2019
402,Dakar,14.69,-17.45,293.15,77,20,6.2,SN,Sun Mar 31 23:00:00 2019
403,Outlook,51.48,-107.04,271.48,76,48,0.45,CA,Sun Mar 31 23:45:28 2019
404,Manta,-0.95,-80.73,297.15,83,20,1.5,EC,Sun Mar 31 23:00:00 2019
405,Berlevag,70.86,29.09,273.15,86,75,10.8,NO,Sun Mar 31 23:20:00 2019
406,Ozinki,51.2,49.73,276.74,92,0,6.5,RU,Sun Mar 31 23:58:02 2019
407,Overtown,55.75,-3.91,278.15,75,32,2.6,GB,Sun Mar 31 23:57:21 2019
408,Nampula,-15.12,39.26,297.15,83,75,2.6,MZ,Sun Mar 31 23:00:00 2019
409,Sawakin,19.1,37.33,296.19,73,0,3.2,SD,Sun Mar 31 23:58:04 2019
410,Fujin,47.24,132.03,277.44,45,76,2.9,CN,Sun Mar 31 23:58:05 2019
411,Srednekolymsk,67.46,153.71,267.99,62,0,2.4,RU,Sun Mar 31 23:58:05 2019
412,Kaitangata,-46.28,169.85,283.71,58,8,5.36,NZ,Sun Mar 31 23:56:27 2019
413,Baykit,61.68,96.39,275.09,94,92,5.2,RU,Sun Mar 31 23:58:06 2019
414,Labuhan,-2.54,115.51,303.24,68,24,1.05,ID,Sun Mar 31 23:58:06 2019
415,Kiunga,-6.12,141.3,304.29,66,32,1.3,PG,Sun Mar 31 23:58:07 2019
416,Cajnice,43.56,19.07,283.15,46,0,2.6,BA,Sun Mar 31 23:30:00 2019
417,Suruc,36.98,38.42,283.15,87,75,1.5,TR,Sun Mar 31 23:20:00 2019
418,Atikokan,48.76,-91.62,265.29,78,0,2.05,CA,Sun Mar 31 23:53:10 2019
419,Calatayud,41.35,-1.64,283.15,81,92,4.1,ES,Sun Mar 31 23:45:15 2019
420,Bartlesville,36.75,-95.98,277.15,55,1,2.05,US,Sun Mar 31 23:55:16 2019
421,Kajaani,64.22,27.73,270.15,73,0,4.1,FI,Sun Mar 31 23:20:00 2019
422,Flic en flac,-20.27,57.36,303.15,66,40,1,MU,Sun Mar 31 23:54:01 2019
423,Nalut,31.86,10.98,288.14,89,0,7.25,LY,Sun Mar 31 23:58:11 2019
424,Camaqua,-30.85,-51.81,291.19,94,0,1.6,BR,Sun Mar 31 23:58:12 2019
425,Yangambi,0.77,24.47,297.19,96,32,1.35,CD,Sun Mar 31 23:58:12 2019
426,Sinnamary,5.38,-52.96,299.19,98,92,4.6,GF,Sun Mar 31 23:58:13 2019
427,Novopokrovka,45.85,134.51,273.94,51,88,1.9,RU,Sun Mar 31 23:58:13 2019
428,Lorengau,-2.02,147.27,302.29,92,32,6.25,PG,Sun Mar 31 23:58:14 2019
429,Burlington,44.47,-73.21,273.15,92,90,3.1,US,Sun Mar 31 23:54:31 2019
430,Flagstaff,35.2,-111.65,283.15,23,1,5.1,US,Sun Mar 31 23:54:42 2019
431,Orsk,51.23,58.47,282.15,61,0,10,RU,Sun Mar 31 23:00:00 2019
432,Abashiri,44.01,144.25,274.82,37,40,4.6,JP,Sun Mar 31 23:31:05 2019
433,Caltanissetta,37.49,14.06,285.37,66,40,2.6,IT,Sun Mar 31 23:54:33 2019
434,Kirakira,-10.46,161.92,302.34,99,76,3.8,SB,Sun Mar 31 23:58:17 2019
435,Ambilobe,-13.19,49.05,299.99,98,48,1.95,MG,Sun Mar 31 23:58:17 2019
436,Saint-francois,16.25,-61.27,295.15,88,0,0.5,GP,Sun Mar 31 23:30:00 2019
437,Sovetskiy,56.76,48.47,274.59,90,0,5.65,RU,Sun Mar 31 23:58:18 2019
438,Price,39.6,-110.81,276.15,47,1,1.5,US,Sun Mar 31 23:57:20 2019
439,Rajura,19.78,79.37,309.84,36,0,1.9,IN,Sun Mar 31 23:58:19 2019
440,Canora,51.64,-102.43,269.15,73,1,3.1,CA,Sun Mar 31 23:00:00 2019
441,Lake havasu city,34.47,-114.34,293.15,17,1,2.6,US,Sun Mar 31 23:53:25 2019
442,Roswell,33.39,-104.52,280.15,36,90,2.6,US,Sun Mar 31 23:54:08 2019
443,Dumas,35.87,-101.97,278.15,91,90,2.35,US,Sun Mar 31 23:46:46 2019
444,Lincoln,-43.64,172.49,292.15,37,0,9.8,NZ,Sun Mar 31 23:56:27 2019
445,Altyn-topkan,40.65,69.6,284.15,62,90,9,TJ,Sun Mar 31 23:30:00 2019
446,Constitucion,23.99,-104.67,286.59,47,0,3.65,MX,Sun Mar 31 23:58:23 2019
447,Pacific grove,36.62,-121.92,287.59,76,1,2.1,US,Sun Mar 31 23:58:11 2019
448,Warwick,-28.22,152.03,290.37,64,8,3.13,AU,Sun Mar 31 23:30:04 2019
449,Lagoa,37.14,-8.45,287.15,87,20,2.6,PT,Sun Mar 31 23:57:22 2019
450,Jalu,29.03,21.55,284.54,74,8,1.4,LY,Sun Mar 31 23:58:25 2019
451,Kununurra,-15.77,128.74,308.15,19,12,3.6,AU,Sun Mar 31 23:30:00 2019
452,Kruisfontein,-34,24.73,288.29,77,12,9.6,ZA,Sun Mar 31 23:58:26 2019
453,Nizhniy baskunchak,48.22,46.83,280.74,75,0,4.85,RU,Sun Mar 31 23:58:27 2019
454,Vostok,46.45,135.83,272.59,44,76,1.8,RU,Sun Mar 31 23:58:27 2019
455,Eau claire,44.81,-91.5,274.26,74,90,1.5,US,Sun Mar 31 23:53:44 2019
456,Dromolaxia,34.88,33.59,288.71,82,20,1,CY,Sun Mar 31 23:56:02 2019
457,Salinas,0.49,-78.13,282.09,100,48,0.9,EC,Sun Mar 31 23:58:29 2019
458,Lusambo,-4.97,23.44,296.54,88,8,1.5,CD,Sun Mar 31 23:58:29 2019
459,Orange cove,36.62,-119.31,290.15,87,1,1.25,US,Sun Mar 31 23:56:02 2019
460,Aykhal,65.95,111.51,274.19,78,44,3.8,RU,Sun Mar 31 23:58:30 2019
461,Oxelosund,58.67,17.1,274.15,86,0,2.1,SE,Sun Mar 31 23:20:00 2019
462,Sheltozero,61.37,35.37,269.89,77,12,4,RU,Sun Mar 31 23:58:31 2019
463,Tsiroanomandidy,-18.77,46.05,297.64,71,0,1.85,MG,Sun Mar 31 23:58:32 2019
464,Amuntai,-2.42,115.25,304.39,67,0,0.7,ID,Sun Mar 31 23:54:33 2019
465,Aguas formosas,-17.08,-40.94,289.39,95,0,1.15,BR,Sun Mar 31 23:58:32 2019
466,Tabriz,38.08,46.29,281.15,70,75,2.1,IR,Sun Mar 31 23:30:00 2019
467,Praya,-8.71,116.27,304.15,66,40,4.6,ID,Mon Apr  1 00:00:00 2019
468,Zhangjiakou,40.77,114.88,281.74,64,12,1.95,CN,Sun Mar 31 23:58:34 2019
469,Deming,32.27,-107.76,281.15,45,1,2.6,US,Sun Mar 31 23:55:11 2019
470,Nome,30.04,-94.42,280.15,86,1,2.3,US,Sun Mar 31 23:58:26 2019
471,Shingu,33.72,135.99,284.15,50,40,7.2,JP,Sun Mar 31 23:00:00 2019
472,Vanimo,-2.67,141.3,301.14,100,76,6.6,PG,Sun Mar 31 23:57:39 2019
473,Neijiang,29.59,105.06,290.49,100,44,2.05,CN,Sun Mar 31 23:58:36 2019
474,Havelock,34.88,-76.9,284.15,34,1,5.1,US,Sun Mar 31 23:53:42 2019
475,Egvekinot,66.32,-179.17,271.24,94,64,1.1,RU,Sun Mar 31 23:57:37 2019
476,Tazmalt,36.39,4.4,288.15,77,75,1.5,DZ,Sun Mar 31 23:50:58 2019
477,Itupiranga,-5.13,-49.33,298.15,100,40,2.6,BR,Sun Mar 31 23:00:00 2019
478,Chara,56.9,118.26,269.34,45,12,1.15,RU,Sun Mar 31 23:58:38 2019
479,Haikou,20.04,110.34,298.15,94,75,6,CN,Sun Mar 31 23:00:00 2019
480,Soloneshnoye,51.65,84.32,280.29,81,80,1.35,RU,Sun Mar 31 23:58:39 2019
481,Barroquinha,-3.02,-41.13,295.69,100,92,2.5,BR,Sun Mar 31 23:58:40 2019
482,Blackfoot,43.19,-112.35,277.59,55,1,4.1,US,Sun Mar 31 23:58:09 2019
483,Takab,36.4,47.11,276.24,100,92,1.3,IR,Sun Mar 31 23:58:41 2019
484,Delvine,39.95,20.1,288.15,87,0,0.9,AL,Sun Mar 31 23:53:43 2019
485,Palmer,61.6,-149.11,277.15,60,1,1.05,US,Sun Mar 31 23:56:13 2019
486,Cabo san lucas,22.89,-109.91,294.82,40,5,4.75,MX,Sun Mar 31 23:55:26 2019
487,Pumiao,22.75,108.49,290.15,88,40,3,CN,Sun Mar 31 23:00:00 2019
488,Abbeville,29.97,-92.13,281.15,75,1,1.5,US,Sun Mar 31 23:58:25 2019
489,Wajir,1.75,40.07,302.15,62,40,4.6,KE,Sun Mar 31 23:00:00 2019
490,Bakchar,57.02,82.07,275.14,77,80,4.8,RU,Sun Mar 31 23:58:44 2019
491,Banjar,-7.37,108.54,298.99,100,44,0.85,ID,Sun Mar 31 23:58:45 2019
492,Xining,36.62,101.77,289.64,18,0,1.8,CN,Sun Mar 31 23:58:45 2019
493,Saint-leu,-21.15,55.28,305.15,58,0,4.1,RE,Sun Mar 31 23:55:11 2019
494,Souillac,-20.52,57.52,303.15,66,40,1,MU,Sun Mar 31 23:54:01 2019
495,Batticaloa,7.71,81.69,305.44,77,0,2.3,LK,Sun Mar 31 23:54:24 2019
496,Taiyuan,37.86,112.56,291.15,6,0,2,CN,Sun Mar 31 23:30:00 2019
497,Palana,59.08,159.95,275.64,68,24,1.3,RU,Sun Mar 31 23:58:49 2019
498,Delanggu,-7.62,110.7,305.15,59,40,3.1,ID,Sun Mar 31 23:00:00 2019
499,Ocos,14.51,-92.19,297.15,94,40,4,GT,Sun Mar 31 22:45:00 2019
500,Pouembout,-21.12,164.9,300.14,67,68,1.4,NC,Sun Mar 31 23:58:50 2019
501,Kieta,-6.22,155.63,297.79,100,88,0.9,PG,Sun Mar 31 23:57:40 2019
502,Bumba,2.18,22.47,298.74,86,12,1.7,CD,Sun Mar 31 23:58:51 2019
503,Karema,-6.82,30.44,295.19,85,32,1.35,TZ,Sun Mar 31 23:58:52 2019
504,Qaqortoq,60.72,-46.03,263.15,40,0,5.1,GL,Sun Mar 31 22:50:00 2019
505,Zhaotong,27.34,103.71,291.14,56,0,1.1,CN,Sun Mar 31 23:58:53 2019
506,Kondoa,-4.91,35.78,293.64,90,92,2.35,TZ,Sun Mar 31 23:58:53 2019
507,Yegorlykskaya,46.56,40.65,279.29,73,0,5.55,RU,Sun Mar 31 23:58:54 2019
508,Hirara,24.8,125.28,291.15,77,75,7.2,JP,Sun Mar 31 23:00:00 2019
509,Portlethen,57.05,-2.13,277.15,86,36,4.1,GB,Sun Mar 31 23:58:24 2019
510,Half moon bay,37.46,-122.43,287.15,58,1,4.55,US,Sun Mar 31 23:57:20 2019
511,Xalpatlahuac,17.47,-98.62,285.19,88,0,0.95,MX,Sun Mar 31 23:58:56 2019
512,San nicolas,13.93,120.95,307.15,49,40,8.2,PH,Sun Mar 31 23:45:19 2019
513,Togur,58.36,82.83,274.64,80,64,6.1,RU,Sun Mar 31 23:58:57 2019
514,Kyra,49.58,111.97,275.69,44,8,2.05,RU,Sun Mar 31 23:58:57 2019
515,Vertou,47.17,-1.47,282.15,87,0,3.6,FR,Sun Mar 31 23:57:06 2019
516,Luderitz,-26.65,15.16,289.34,77,0,7.8,NA,Sun Mar 31 23:58:58 2019
517,Nizhnyaya tavda,57.67,66.17,274.74,91,64,7.7,RU,Sun Mar 31 23:58:59 2019
518,Trincomalee,8.58,81.23,307.04,65,0,1.75,LK,Sun Mar 31 23:58:59 2019
519,Rybachiy,48.71,44.74,281.15,61,0,5,RU,Sun Mar 31 23:30:00 2019
520,Iqaluit,63.75,-68.52,257.15,77,75,0.85,CA,Sun Mar 31 23:00:00 2019
521,Jacksonville,30.33,-81.66,288.15,87,90,2.6,US,Sun Mar 31 23:55:23 2019
522,Rorvik,64.86,11.24,278.15,100,90,4.1,NO,Sun Mar 31 23:55:02 2019
523,Vallenar,-28.58,-70.76,282.04,84,0,0.25,CL,Sun Mar 31 23:59:03 2019
524,Semey,50.41,80.25,284.15,66,0,2,KZ,Sun Mar 31 23:30:00 2019
525,Sherlovaya gora,50.53,116.31,276.99,24,44,4.4,RU,Sun Mar 31 23:59:04 2019
526,Roald,62.58,6.12,278.15,92,75,11.8,NO,Sun Mar 31 23:55:03 2019
527,Villa constitucion,-33.23,-60.33,296.48,91,64,2.75,AR,Sun Mar 31 23:56:41 2019
528,Shahgarh,24.31,79.12,306.49,30,0,2.55,IN,Sun Mar 31 23:59:05 2019
529,Omihachiman,35.15,136.07,284.26,31,88,2.95,JP,Sun Mar 31 23:56:37 2019
530,Muros,42.77,-9.06,286.48,71,0,2.1,ES,Sun Mar 31 23:58:56 2019
531,Novobeysugskaya,45.47,39.89,279.26,59,8,6.45,RU,Sun Mar 31 23:45:17 2019
532,Lopatino,53.85,39.47,277.34,92,8,4.55,RU,Sun Mar 31 23:59:08 2019
533,Havoysund,71,24.66,270.15,92,75,15.4,NO,Sun Mar 31 23:20:00 2019
534,Oranjestad,12.52,-70.03,299.15,83,40,8.7,AW,Sun Mar 31 23:00:00 2019
535,Villa san giovanni,45.52,9.23,285.93,70,0,0.5,IT,Sun Mar 31 23:59:04 2019
536,Margate,-30.86,30.37,296.84,92,64,6.15,ZA,Sun Mar 31 23:54:22 2019
537,Buenavista,8.97,125.41,299.64,89,76,3.55,PH,Sun Mar 31 23:59:10 2019
538,Mitu,1.2,-70.17,297.04,93,24,0.95,CO,Sun Mar 31 23:59:11 2019
539,Mineiros,-17.57,-52.55,291.49,83,8,1.2,BR,Sun Mar 31 23:57:50 2019
540,Dolores,-36.31,-57.68,289.69,85,24,1.75,AR,Sun Mar 31 23:59:12 2019
541,Madaoua,14.07,5.96,297.19,24,68,5.25,NE,Sun Mar 31 23:59:12 2019
542,Ovalle,-30.6,-71.2,285.19,95,80,1.2,CL,Sun Mar 31 23:59:13 2019
543,Leh,34.16,77.58,262.94,92,24,0.95,IN,Sun Mar 31 23:59:13 2019
544,Peterhead,57.51,-1.8,277.15,86,36,4.1,GB,Sun Mar 31 23:58:24 2019
545,Keti bandar,24.14,67.45,300.19,85,0,6.1,PK,Sun Mar 31 23:59:14 2019
546,Basoko,1.23,23.61,299.44,87,32,2.25,CD,Sun Mar 31 23:59:15 2019
547,Forecariah,9.43,-13.09,295.29,90,0,1.05,GN,Sun Mar 31 23:59:16 2019
548,Moerai,-22.43,-151.33,298.59,100,56,8.85,PF,Sun Mar 31 23:59:16 2019
549,Shubarshi,48.59,57.19,281.54,85,0,2.3,KZ,Sun Mar 31 23:59:17 2019
550,Surt,31.21,16.59,286.34,100,80,6.15,LY,Sun Mar 31 23:58:17 2019
551,Antiguo morelos,22.55,-99.08,287.04,58,92,2.68,MX,Sun Mar 31 23:55:16 2019
552,Chatham,39.68,-89.7,272.59,86,1,1.25,US,Sun Mar 31 23:55:08 2019
553,Vung tau,10.35,107.08,303.34,84,8,7.25,VN,Sun Mar 31 23:59:18 2019
554,Atambua,-9.11,124.89,301.09,99,24,2.1,ID,Sun Mar 31 23:59:19 2019
555,Kaya,13.09,-1.08,299.19,63,12,3.75,BF,Sun Mar 31 23:59:19 2019
556,Great falls,47.5,-111.29,277.59,86,40,1.3,US,Sun Mar 31 23:53:00 2019
